"States","Regions","Latitude","Longitude","Dates","Power_Usage","Date_Converted"
"Goa","WR","15.491997","73.818001","01/12/2019","11.90","2019-12-01"
"DNH","WR","20.266578","73.016618","01/12/2019","16.60","2019-12-01"
"Andhra Pradesh","SR","14.750429","78.570026","01/12/2019","191.00","2019-12-01"
"Telangana","SR","18.112400","79.019300","01/12/2019","169.30","2019-12-01"
"Karnataka","SR","12.570381","76.919997","01/12/2019","185.60","2019-12-01"
"Kerala","SR","8.900373","76.569993","01/12/2019","67.20","2019-12-01"
"Tamil Nadu","SR","12.920386","79.150042","01/12/2019","332.00","2019-12-01"
"Pondy","SR","11.934994","79.830000","01/12/2019","8.80","2019-12-01"
"Bihar","ER","25.785414","87.479973","01/12/2019","90.20","2019-12-01"
"Jharkhand","ER","23.800393","86.419986","01/12/2019","27.20","2019-12-01"
"Odisha","ER","19.820430","85.900017","01/12/2019","105.60","2019-12-01"
"West Bengal","ER","22.580390","88.329947","01/12/2019","186.40","2019-12-01"
"Sikkim","ER","27.333330","88.616648","01/12/2019","1.20","2019-12-01"
"Arunachal Pradesh","NER","27.100399","93.616601","01/12/2019","2.30","2019-12-01"
"Assam","NER","26.749981","94.216667","01/12/2019","31.80","2019-12-01"
"Manipur","NER","24.799971","93.950017","01/12/2019","2.60","2019-12-01"
"Meghalaya","NER","25.570492","91.880014","01/12/2019","5.80","2019-12-01"
"Mizoram","NER","23.710399","92.720015","01/12/2019","1.70","2019-12-01"
"Nagaland","NER","25.666998","94.116570","01/12/2019","2.20","2019-12-01"
"Tripura","NER","23.835404","91.279999","01/12/2019","5.80","2019-12-01"
"Punjab","NR","31.519974","75.980003","02/12/2019","185.60","2019-12-02"
"Haryana","NR","28.450006","77.019991","02/12/2019","176.20","2019-12-02"
"Rajasthan","NR","26.449999","74.639981","02/12/2019","265.90","2019-12-02"
"Delhi","NR","28.669993","77.230004","02/12/2019","135.20","2019-12-02"
"UP","NR","27.599981","78.050006","02/12/2019","403.00","2019-12-02"
"Uttarakhand","NR","30.320409","78.050006","02/12/2019","38.40","2019-12-02"
"HP","NR","31.100025","77.166597","02/12/2019","29.20","2019-12-02"
"J&K","NR","33.450000","76.240000","02/12/2019","41.00","2019-12-02"
"Chandigarh","NR","30.719997","76.780006","02/12/2019","6.00","2019-12-02"
"Chhattisgarh","WR","22.090420","82.159987","02/12/2019","92.20","2019-12-02"
"Gujarat","WR","22.258700","71.192400","02/12/2019","368.30","2019-12-02"
"MP","WR","21.300391","76.130019","02/12/2019","221.20","2019-12-02"
"Maharashtra","WR","19.250232","73.160175","02/12/2019","463.40","2019-12-02"
"Goa","WR","15.491997","73.818001","02/12/2019","11.90","2019-12-02"
"DNH","WR","20.266578","73.016618","02/12/2019","16.50","2019-12-02"
"Andhra Pradesh","SR","14.750429","78.570026","02/12/2019","197.30","2019-12-02"
"Telangana","SR","18.112400","79.019300","02/12/2019","169.20","2019-12-02"
"Karnataka","SR","12.570381","76.919997","02/12/2019","179.20","2019-12-02"
"Kerala","SR","8.900373","76.569993","02/12/2019","64.60","2019-12-02"
"Tamil Nadu","SR","12.920386","79.150042","02/12/2019","337.60","2019-12-02"
"Pondy","SR","11.934994","79.830000","02/12/2019","9.20","2019-12-02"
"Bihar","ER","25.785414","87.479973","02/12/2019","87.60","2019-12-02"
"Jharkhand","ER","23.800393","86.419986","02/12/2019","24.60","2019-12-02"
"Odisha","ER","19.820430","85.900017","02/12/2019","102.90","2019-12-02"
"West Bengal","ER","22.580390","88.329947","02/12/2019","184.30","2019-12-02"
"Sikkim","ER","27.333330","88.616648","02/12/2019","1.40","2019-12-02"
"Arunachal Pradesh","NER","27.100399","93.616601","02/12/2019","2.20","2019-12-02"
"Assam","NER","26.749981","94.216667","02/12/2019","35.10","2019-12-02"
"Manipur","NER","24.799971","93.950017","02/12/2019","2.50","2019-12-02"
"Meghalaya","NER","25.570492","91.880014","02/12/2019","5.90","2019-12-02"
"Mizoram","NER","23.710399","92.720015","02/12/2019","1.60","2019-12-02"
"Nagaland","NER","25.666998","94.116570","02/12/2019","2.20","2019-12-02"
"Tripura","NER","23.835404","91.279999","02/12/2019","6.20","2019-12-02"
"Punjab","NR","31.519974","75.980003","03/12/2019","228.60","2019-12-03"
"Haryana","NR","28.450006","77.019991","03/12/2019","185.30","2019-12-03"
"Rajasthan","NR","26.449999","74.639981","03/12/2019","244.40","2019-12-03"
"Delhi","NR","28.669993","77.230004","03/12/2019","136.10","2019-12-03"
"UP","NR","27.599981","78.050006","03/12/2019","430.60","2019-12-03"
"Uttarakhand","NR","30.320409","78.050006","03/12/2019","45.50","2019-12-03"
"HP","NR","31.100025","77.166597","03/12/2019","30.20","2019-12-03"
"J&K","NR","33.450000","76.240000","03/12/2019","48.30","2019-12-03"
"Chandigarh","NR","30.719997","76.780006","03/12/2019","6.20","2019-12-03"
"Chhattisgarh","WR","22.090420","82.159987","03/12/2019","92.10","2019-12-03"
"Gujarat","WR","22.258700","71.192400","03/12/2019","302.60","2019-12-03"
"MP","WR","21.300391","76.130019","03/12/2019","210.10","2019-12-03"
"Maharashtra","WR","19.250232","73.160175","03/12/2019","457.80","2019-12-03"
"Goa","WR","15.491997","73.818001","03/12/2019","10.40","2019-12-03"
"DNH","WR","20.266578","73.016618","03/12/2019","16.00","2019-12-03"
"Andhra Pradesh","SR","14.750429","78.570026","03/12/2019","198.40","2019-12-03"
"Telangana","SR","18.112400","79.019300","03/12/2019","168.50","2019-12-03"
"Karnataka","SR","12.570381","76.919997","03/12/2019","178.90","2019-12-03"
"Kerala","SR","8.900373","76.569993","03/12/2019","64.50","2019-12-03"
"Tamil Nadu","SR","12.920386","79.150042","03/12/2019","338.70","2019-12-03"
"Pondy","SR","11.934994","79.830000","03/12/2019","8.90","2019-12-03"
"Bihar","ER","25.785414","87.479973","03/12/2019","86.70","2019-12-03"
"Jharkhand","ER","23.800393","86.419986","03/12/2019","23.10","2019-12-03"
"Odisha","ER","19.820430","85.900017","03/12/2019","82.20","2019-12-03"
"West Bengal","ER","22.580390","88.329947","03/12/2019","168.40","2019-12-03"
"Sikkim","ER","27.333330","88.616648","03/12/2019","1.30","2019-12-03"
"Arunachal Pradesh","NER","27.100399","93.616601","03/12/2019","2.20","2019-12-03"
"Assam","NER","26.749981","94.216667","03/12/2019","34.90","2019-12-03"
"Manipur","NER","24.799971","93.950017","03/12/2019","2.80","2019-12-03"
"Meghalaya","NER","25.570492","91.880014","03/12/2019","5.80","2019-12-03"
"Mizoram","NER","23.710399","92.720015","03/12/2019","1.70","2019-12-03"
"Nagaland","NER","25.666998","94.116570","03/12/2019","2.10","2019-12-03"
"Tripura","NER","23.835404","91.279999","03/12/2019","5.10","2019-12-03"
"Punjab","NR","31.519974","75.980003","04/12/2019","256.00","2019-12-04"
"Haryana","NR","28.450006","77.019991","04/12/2019","203.20","2019-12-04"
"Rajasthan","NR","26.449999","74.639981","04/12/2019","257.80","2019-12-04"
"Delhi","NR","28.669993","77.230004","04/12/2019","134.70","2019-12-04"
"UP","NR","27.599981","78.050006","04/12/2019","453.90","2019-12-04"
"Uttarakhand","NR","30.320409","78.050006","04/12/2019","53.20","2019-12-04"
"HP","NR","31.100025","77.166597","04/12/2019","30.80","2019-12-04"
"J&K","NR","33.450000","76.240000","04/12/2019","48.90","2019-12-04"
"Chandigarh","NR","30.719997","76.780006","04/12/2019","6.50","2019-12-04"
"Chhattisgarh","WR","22.090420","82.159987","04/12/2019","92.80","2019-12-04"
"Gujarat","WR","22.258700","71.192400","04/12/2019","328.70","2019-12-04"
"MP","WR","21.300391","76.130019","04/12/2019","211.20","2019-12-04"
"Maharashtra","WR","19.250232","73.160175","04/12/2019","460.80","2019-12-04"
"Goa","WR","15.491997","73.818001","04/12/2019","11.50","2019-12-04"
"DNH","WR","20.266578","73.016618","04/12/2019","16.90","2019-12-04"
"Andhra Pradesh","SR","14.750429","78.570026","04/12/2019","198.70","2019-12-04"
"Telangana","SR","18.112400","79.019300","04/12/2019","169.80","2019-12-04"
"Karnataka","SR","12.570381","76.919997","04/12/2019","190.30","2019-12-04"
"Kerala","SR","8.900373","76.569993","04/12/2019","69.00","2019-12-04"
"Tamil Nadu","SR","12.920386","79.150042","04/12/2019","339.20","2019-12-04"
"Pondy","SR","11.934994","79.830000","04/12/2019","8.80","2019-12-04"
"Bihar","ER","25.785414","87.479973","04/12/2019","108.20","2019-12-04"
"Jharkhand","ER","23.800393","86.419986","04/12/2019","26.80","2019-12-04"
"Odisha","ER","19.820430","85.900017","04/12/2019","92.30","2019-12-04"
"West Bengal","ER","22.580390","88.329947","04/12/2019","190.80","2019-12-04"
"Sikkim","ER","27.333330","88.616648","04/12/2019","1.30","2019-12-04"
"Arunachal Pradesh","NER","27.100399","93.616601","04/12/2019","2.20","2019-12-04"
"Assam","NER","26.749981","94.216667","04/12/2019","31.00","2019-12-04"
"Manipur","NER","24.799971","93.950017","04/12/2019","2.70","2019-12-04"
"Meghalaya","NER","25.570492","91.880014","04/12/2019","6.10","2019-12-04"
"Mizoram","NER","23.710399","92.720015","04/12/2019","1.70","2019-12-04"
"Nagaland","NER","25.666998","94.116570","04/12/2019","2.20","2019-12-04"
"Tripura","NER","23.835404","91.279999","04/12/2019","5.40","2019-12-04"
"Punjab","NR","31.519974","75.980003","05/12/2019","240.20","2019-12-05"
"Haryana","NR","28.450006","77.019991","05/12/2019","201.30","2019-12-05"
"Rajasthan","NR","26.449999","74.639981","05/12/2019","257.90","2019-12-05"
"Delhi","NR","28.669993","77.230004","05/12/2019","130.70","2019-12-05"
"UP","NR","27.599981","78.050006","05/12/2019","450.60","2019-12-05"
"Uttarakhand","NR","30.320409","78.050006","05/12/2019","46.90","2019-12-05"
"HP","NR","31.100025","77.166597","05/12/2019","31.10","2019-12-05"
"J&K","NR","33.450000","76.240000","05/12/2019","46.90","2019-12-05"
"Chandigarh","NR","30.719997","76.780006","05/12/2019","6.10","2019-12-05"
"Chhattisgarh","WR","22.090420","82.159987","05/12/2019","89.60","2019-12-05"
"Gujarat","WR","22.258700","71.192400","05/12/2019","342.90","2019-12-05"
"MP","WR","21.300391","76.130019","05/12/2019","203.40","2019-12-05"
"Maharashtra","WR","19.250232","73.160175","05/12/2019","464.00","2019-12-05"
"Goa","WR","15.491997","73.818001","05/12/2019","11.50","2019-12-05"
"DNH","WR","20.266578","73.016618","05/12/2019","17.40","2019-12-05"
"Andhra Pradesh","SR","14.750429","78.570026","05/12/2019","201.80","2019-12-05"
"Telangana","SR","18.112400","79.019300","05/12/2019","168.40","2019-12-05"
"Karnataka","SR","12.570381","76.919997","05/12/2019","198.10","2019-12-05"
"Kerala","SR","8.900373","76.569993","05/12/2019","71.90","2019-12-05"
"Tamil Nadu","SR","12.920386","79.150042","05/12/2019","332.90","2019-12-05"
"Pondy","SR","11.934994","79.830000","05/12/2019","9.10","2019-12-05"
"Bihar","ER","25.785414","87.479973","05/12/2019","106.10","2019-12-05"
"Jharkhand","ER","23.800393","86.419986","05/12/2019","27.30","2019-12-05"
"Odisha","ER","19.820430","85.900017","05/12/2019","87.10","2019-12-05"
"West Bengal","ER","22.580390","88.329947","05/12/2019","180.40","2019-12-05"
"Sikkim","ER","27.333330","88.616648","05/12/2019","1.10","2019-12-05"
"Arunachal Pradesh","NER","27.100399","93.616601","05/12/2019","2.10","2019-12-05"
"Assam","NER","26.749981","94.216667","05/12/2019","31.80","2019-12-05"
"Manipur","NER","24.799971","93.950017","05/12/2019","2.20","2019-12-05"
"Meghalaya","NER","25.570492","91.880014","05/12/2019","6.10","2019-12-05"
"Mizoram","NER","23.710399","92.720015","05/12/2019","1.80","2019-12-05"
"Nagaland","NER","25.666998","94.116570","05/12/2019","2.10","2019-12-05"
"Tripura","NER","23.835404","91.279999","05/12/2019","5.00","2019-12-05"
"Punjab","NR","31.519974","75.980003","06/12/2019","237.60","2019-12-06"
"Haryana","NR","28.450006","77.019991","06/12/2019","165.90","2019-12-06"
"Rajasthan","NR","26.449999","74.639981","06/12/2019","223.10","2019-12-06"
"Delhi","NR","28.669993","77.230004","06/12/2019","117.90","2019-12-06"
"UP","NR","27.599981","78.050006","06/12/2019","413.30","2019-12-06"
"Uttarakhand","NR","30.320409","78.050006","06/12/2019","42.70","2019-12-06"
"HP","NR","31.100025","77.166597","06/12/2019","27.80","2019-12-06"
"J&K","NR","33.450000","76.240000","06/12/2019","46.80","2019-12-06"
"Chandigarh","NR","30.719997","76.780006","06/12/2019","5.70","2019-12-06"
"Chhattisgarh","WR","22.090420","82.159987","06/12/2019","86.90","2019-12-06"
"Gujarat","WR","22.258700","71.192400","06/12/2019","325.40","2019-12-06"
"MP","WR","21.300391","76.130019","06/12/2019","191.10","2019-12-06"
"Maharashtra","WR","19.250232","73.160175","06/12/2019","455.80","2019-12-06"
"Goa","WR","15.491997","73.818001","06/12/2019","11.50","2019-12-06"
"DNH","WR","20.266578","73.016618","06/12/2019","17.30","2019-12-06"
"Andhra Pradesh","SR","14.750429","78.570026","06/12/2019","197.60","2019-12-06"
"Telangana","SR","18.112400","79.019300","06/12/2019","166.40","2019-12-06"
"Karnataka","SR","12.570381","76.919997","06/12/2019","192.80","2019-12-06"
"Kerala","SR","8.900373","76.569993","06/12/2019","69.00","2019-12-06"
"Tamil Nadu","SR","12.920386","79.150042","06/12/2019","330.60","2019-12-06"
"Pondy","SR","11.934994","79.830000","06/12/2019","8.50","2019-12-06"
"Bihar","ER","25.785414","87.479973","06/12/2019","110.70","2019-12-06"
"Jharkhand","ER","23.800393","86.419986","06/12/2019","26.40","2019-12-06"
"Odisha","ER","19.820430","85.900017","06/12/2019","77.40","2019-12-06"
"West Bengal","ER","22.580390","88.329947","06/12/2019","177.00","2019-12-06"
"Sikkim","ER","27.333330","88.616648","06/12/2019","0.90","2019-12-06"
"Arunachal Pradesh","NER","27.100399","93.616601","06/12/2019","2.20","2019-12-06"
"Assam","NER","26.749981","94.216667","06/12/2019","30.00","2019-12-06"
"Manipur","NER","24.799971","93.950017","06/12/2019","2.50","2019-12-06"
"Meghalaya","NER","25.570492","91.880014","06/12/2019","5.80","2019-12-06"
"Mizoram","NER","23.710399","92.720015","06/12/2019","1.80","2019-12-06"
"Nagaland","NER","25.666998","94.116570","06/12/2019","2.30","2019-12-06"
"Tripura","NER","23.835404","91.279999","06/12/2019","5.10","2019-12-06"
"Punjab","NR","31.519974","75.980003","08/12/2019","110.10","2019-12-08"
"Haryana","NR","28.450006","77.019991","08/12/2019","101.30","2019-12-08"
"Rajasthan","NR","26.449999","74.639981","08/12/2019","205.20","2019-12-08"
"Delhi","NR","28.669993","77.230004","08/12/2019","69.40","2019-12-08"
"UP","NR","27.599981","78.050006","08/12/2019","251.60","2019-12-08"
"Uttarakhand","NR","30.320409","78.050006","08/12/2019","21.40","2019-12-08"
"HP","NR","31.100025","77.166597","08/12/2019","16.50","2019-12-08"
"J&K","NR","33.450000","76.240000","08/12/2019","36.10","2019-12-08"
"Chandigarh","NR","30.719997","76.780006","08/12/2019","3.00","2019-12-08"
"Chhattisgarh","WR","22.090420","82.159987","08/12/2019","69.20","2019-12-08"
"Gujarat","WR","22.258700","71.192400","08/12/2019","299.70","2019-12-08"
"MP","WR","21.300391","76.130019","08/12/2019","180.10","2019-12-08"
"Maharashtra","WR","19.250232","73.160175","08/12/2019","407.70","2019-12-08"
"Goa","WR","15.491997","73.818001","08/12/2019","9.50","2019-12-08"
"DNH","WR","20.266578","73.016618","08/12/2019","7.50","2019-12-08"
"Andhra Pradesh","SR","14.750429","78.570026","08/12/2019","175.60","2019-12-08"
"Telangana","SR","18.112400","79.019300","08/12/2019","139.90","2019-12-08"
"Karnataka","SR","12.570381","76.919997","08/12/2019","192.60","2019-12-08"
"Kerala","SR","8.900373","76.569993","08/12/2019","68.60","2019-12-08"
"Tamil Nadu","SR","12.920386","79.150042","08/12/2019","289.30","2019-12-08"
"Pondy","SR","11.934994","79.830000","08/12/2019","7.10","2019-12-08"
"Bihar","ER","25.785414","87.479973","08/12/2019","87.50","2019-12-08"
"Jharkhand","ER","23.800393","86.419986","08/12/2019","20.50","2019-12-08"
"Odisha","ER","19.820430","85.900017","08/12/2019","74.90","2019-12-08"
"West Bengal","ER","22.580390","88.329947","08/12/2019","131.30","2019-12-08"
"Sikkim","ER","27.333330","88.616648","08/12/2019","1.10","2019-12-08"
"Arunachal Pradesh","NER","27.100399","93.616601","08/12/2019","1.80","2019-12-08"
"Assam","NER","26.749981","94.216667","08/12/2019","26.50","2019-12-08"
"Manipur","NER","24.799971","93.950017","08/12/2019","2.30","2019-12-08"
"Meghalaya","NER","25.570492","91.880014","08/12/2019","4.70","2019-12-08"
"Mizoram","NER","23.710399","92.720015","08/12/2019","1.70","2019-12-08"
"Nagaland","NER","25.666998","94.116570","08/12/2019","2.20","2019-12-08"
"Tripura","NER","23.835404","91.279999","08/12/2019","4.70","2019-12-08"
"Punjab","NR","31.519974","75.980003","09/12/2019","116.20","2019-12-09"
"Haryana","NR","28.450006","77.019991","09/12/2019","110.50","2019-12-09"
"Rajasthan","NR","26.449999","74.639981","09/12/2019","204.70","2019-12-09"
"Delhi","NR","28.669993","77.230004","09/12/2019","67.70","2019-12-09"
"UP","NR","27.599981","78.050006","09/12/2019","217.00","2019-12-09"
"Uttarakhand","NR","30.320409","78.050006","09/12/2019","23.50","2019-12-09"
"HP","NR","31.100025","77.166597","09/12/2019","20.10","2019-12-09"
"J&K","NR","33.450000","76.240000","09/12/2019","40.40","2019-12-09"
"Chandigarh","NR","30.719997","76.780006","09/12/2019","3.20","2019-12-09"
"Chhattisgarh","WR","22.090420","82.159987","09/12/2019","72.90","2019-12-09"
"Gujarat","WR","22.258700","71.192400","09/12/2019","305.20","2019-12-09"
"MP","WR","21.300391","76.130019","09/12/2019","173.90","2019-12-09"
"Maharashtra","WR","19.250232","73.160175","09/12/2019","392.50","2019-12-09"
"Goa","WR","15.491997","73.818001","09/12/2019","10.60","2019-12-09"
"DNH","WR","20.266578","73.016618","09/12/2019","7.80","2019-12-09"
"Andhra Pradesh","SR","14.750429","78.570026","09/12/2019","180.60","2019-12-09"
"Telangana","SR","18.112400","79.019300","09/12/2019","142.80","2019-12-09"
"Karnataka","SR","12.570381","76.919997","09/12/2019","199.40","2019-12-09"
"Kerala","SR","8.900373","76.569993","09/12/2019","72.50","2019-12-09"
"Tamil Nadu","SR","12.920386","79.150042","09/12/2019","303.80","2019-12-09"
"Pondy","SR","11.934994","79.830000","09/12/2019","7.70","2019-12-09"
"Bihar","ER","25.785414","87.479973","09/12/2019","68.20","2019-12-09"
"Jharkhand","ER","23.800393","86.419986","09/12/2019","20.30","2019-12-09"
"Odisha","ER","19.820430","85.900017","09/12/2019","76.90","2019-12-09"
"West Bengal","ER","22.580390","88.329947","09/12/2019","120.00","2019-12-09"
"Sikkim","ER","27.333330","88.616648","09/12/2019","1.30","2019-12-09"
"Arunachal Pradesh","NER","27.100399","93.616601","09/12/2019","1.90","2019-12-09"
"Assam","NER","26.749981","94.216667","09/12/2019","27.10","2019-12-09"
"Manipur","NER","24.799971","93.950017","09/12/2019","2.40","2019-12-09"
"Meghalaya","NER","25.570492","91.880014","09/12/2019","4.70","2019-12-09"
"Mizoram","NER","23.710399","92.720015","09/12/2019","1.70","2019-12-09"
"Nagaland","NER","25.666998","94.116570","09/12/2019","2.30","2019-12-09"
"Tripura","NER","23.835404","91.279999","09/12/2019","4.20","2019-12-09"
"Punjab","NR","31.519974","75.980003","10/12/2019","114.10","2019-12-10"
